,Name,Party,Votes,Comparative number,Region,Selected
2398,"Metso, Antero",STL,20,71,Oulun vp,
2399,"Tiili, Matti",KP,20,70,Savo-Karjalan vp,
2400,"Uusiprosi, Keijo",IP,20,67,Vaasan vp,
2401,"Parviainen, Altti",IP,20,58,Pirkanmaan vp,
2402,"Pesonen, Ville",SKP,20,49,Keski-Suomen vp,
2403,"Isberg, Iro",SKP,20,46,Helsingin vp,
2404,"Paakki, Jukka",STL,20,45,Varsinais-Suomen vp,
2405,"Leppänen, Martti",SKP,20,41,Varsinais-Suomen vp,
2406,"Kallionalusta, Niko",KTP,20,33,Helsingin vp,
2407,"Tomperi, Markku",Sin,19,287,Vaasan vp,
2408,"Sormo, Rolf (Fred)",Sin,19,158,Helsingin vp,
2409,"Niemelä, Petri",Sin,19,96,Lapin vp,
2410,"Luotomäki, Kari",STL,19,71,Savo-Karjalan vp,
2411,"Vansén, Mailis",SKP,19,68,Uudenmaan vp,
2412,"Hiltunen, Eetu",STL,19,49,Keski-Suomen vp,
2413,"Kumlander, Kristina",SKP,19,37,Satakunnan vp,
2414,"Helenius, Ken",SKP,19,36,Varsinais-Suomen vp,
2415,"Torvinen, Raimo",KD,18,240,Satakunnan vp,
2416,"Leppälahti, Jukka",STL,18,90,Uudenmaan vp,
2417,"Salonen, Ilkka",Sin,18,80,Lapin vp,
2418,"Mäki-Korte, Timo",STL,18,72,Pirkanmaan vp,
2419,"Juutila, Harri",STL,18,59,Kaakkois-Suomen vp,
2420,"Plyhm, Kari",SKP,18,43,Helsingin vp,
2421,"Muinonen, Petri",Sin,17,272,Uudenmaan vp,
2422,"Saarinen, Raimo",Sin,17,201,Kaakkois-Suomen vp,
2423,"Virén, Ari",Sin,17,142,Varsinais-Suomen vp,
2424,"Räisänen, Salme",STL,17,65,Oulun vp,
2425,"Siivonen, Stacy",SKP,17,65,Uudenmaan vp,
2426,"Jallinmäki, Linnea",FP,17,62,Lapin vp,
2427,"Malmberg, Jani",IP,17,59,Uudenmaan vp,
2428,"Hyytinen, Santtu",STL,17,52,Lapin vp,
2429,"Najafi, Hossein",SKP,17,43,Keski-Suomen vp,
2430,"Virtanen, Pentti",KTP,17,41,Uudenmaan vp,
2431,"Viinala, Suvi",Sin,16,264,Uudenmaan vp,
2432,"Wiksten, Lena",IP,16,88,Varsinais-Suomen vp,
2433,"Baijer, Raimo",STL,16,65,Savo-Karjalan vp,
2434,"Törnebladh, Saila",IP,16,53,Pirkanmaan vp,
2435,"Kejonen, Eira",SKP,16,32,Varsinais-Suomen vp,
2436,"Pistokoski-Tikkala, Kaarina",SKP,16,25,Lapin vp,
2437,"Moisa, Teuvo",Lib,15,163,Uudenmaan vp,
2438,"Mattila, Timo",IP,15,73,Varsinais-Suomen vp,
2439,"Uutela, Markus",IP,15,63,Varsinais-Suomen vp,
2440,"Nykänen, Veijo",Sin,14,69,Lapin vp,
2441,"Leskinen, Martyna",KP,14,64,Savo-Karjalan vp,
2442,"Korpiranta, Martti",STL,14,61,Oulun vp,
2443,"Saukkonen, Saria",IP,14,49,Pirkanmaan vp,
2444,"Tammi, Pavel",KTP,14,36,Uudenmaan vp,
2445,"Pussinen, Matti",STL,13,68,Helsingin vp,
2446,"Stranden, Niilo",KP,13,60,Savo-Karjalan vp,
2447,"Laatta, Anita",STL,13,41,Varsinais-Suomen vp,
2448,"Viita, Jani",KTP,13,32,Uudenmaan vp,
2449,"Ranta-aho, Pirjo",KP,12,270,Vaasan vp,
2450,"Pennanen, Veijo",Sin,12,176,Pirkanmaan vp,
2451,"Johansson, Erik",Sin,12,147,Helsingin vp,
2452,"Tammela, Tero",SKP,12,38,Keski-Suomen vp,
2453,"Alajoki, Heimo",STL,12,37,Varsinais-Suomen vp,
2454,"Ailus, Charan",STL,10,64,Helsingin vp,
2455,"Patrikainen, Leo",STL,10,61,Helsingin vp,
2456,"Olmala, Elsa",STL,10,57,Oulun vp,
2457,"Hanhisuo, Ville",IP,10,45,Pirkanmaan vp,
2458,"Luukkonen, Esko",IP,9,55,Varsinais-Suomen vp,
2459,"Suvivirta, Esa",IP,9,42,Pirkanmaan vp,
2460,"Laitinen, Jukka",SKP,9,40,Helsingin vp,
2461,"Kiminki, Simo",STL,8,43,Keski-Suomen vp,
2462,"Rahikainen, Ville",SKP,7,38,Helsingin vp,
2463,"Lievemaa, Tuovi",SKP,7,34,Keski-Suomen vp,
2464,"Wuorila-Stenberg, Leila",SKP,7,29,Varsinais-Suomen vp,
2465,"Viita, Jukka",KTP,6,29,Uudenmaan vp,
2466,"Purhonen, Jukka-Matti",SKP,5,31,Keski-Suomen vp,
2467,"Vikman, Jarmo",IP,2,49,Varsinais-Suomen vp,
